,Calyx,,,,gamma,,,,beta,,,,betaprime,,,,alpha,,,,alphaprime,,,
,22c,,31c,,22c,,31c,,22c,,31c,,22c,,31c,,22c,,31c,,22c,,31c,
,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA,ctrl,TRPA
fly1,0.53485483,0.14022566,0.18316145,0.617163,0.25862387,-0.061936598,0.27216935,0.060308773,0.032904118,-0.012797667,0.52823097,0.47456226,0.16367051,0.18792367,0.30118516,0.53945345,0.2017795,0.013600967,0.36776209,0.51219046,0.22941367,0.13847277,0.39907062,0.646249
,0.57328469,0.29152501,0.33807078,0.79420227,0.23714516,0.089944668,0.32795808,0.10061032,0.13539355,0.13347967,0.62485158,0.73060548,0.19525161,0.097292766,0.37788418,0.74724066,0.15753353,0.20486566,0.22396959,0.59192759,0.25231627,0.16101336,0.2830393,0.72417808
,0.31046036,0.093016833,0.10109016,0.4320859,0.20396613,0.101245,0.33488259,0.043134034,0.13920338,0.12945406,0.42583227,0.51277226,0.15837798,0.21843383,0.32540512,0.46394676,0.23591967,0.25845635,0.088440977,0.30377653,0.288239,0.40029234,0.054854434,0.19473235
,0.59266603,0.1396157,0.159684,0.43671328,0.17269696,0.040901572,0.49412581,0.046012193,0.033872619,0.001829799,0.42404023,0.62463748,0.17797162,0.17986023,0.39560515,0.51376033,0.18227933,0.11146753,0.14923191,0.47068661,0.27524367,0.29467639,0.17762491,0.73051816
,0.45449561,0.095212467,0.14167574,0.54710156,0.053913224,-0.0288407,0.4344916,0.028590167,-0.067717932,-0.071300536,0.38174549,0.6234684,0.074526422,0.1251076,0.33554935,0.52864224,0.065389067,-0.0635368,0.10424663,0.4271301,0.13530391,0.0517378,0.21575087,0.69038856
,0.29580274,0.10344967,0.078359202,0.24814314,0.15783219,-0.015639067,0.49148807,0.050210319,0.000473097,-0.0060178,0.36063644,0.34366295,0.11879148,0.017260734,0.22250807,0.24304162,0.093099996,-0.000103643,0.13886343,0.24725206,0.12560934,0.087316334,0.17379142,0.40106824
,0.42987967,0.24834137,0.1561752,0.569673,0.32200581,0.082116403,0.77241611,0.20153061,0.29778197,0.2554298,0.88143837,0.9300884,0.36247548,0.42717034,0.65688127,0.75537014,0.36025766,0.27517754,0.25651938,0.5110082,0.51069301,0.39688432,0.26634935,0.47271839
fly2,0.18442391,0.080979563,0.8170588,0.41661942,0.19993432,0.10411634,0.19765277,0.183506,0.24863429,0.19954823,0.47324592,0.57657564,0.24984804,0.14332899,0.40994579,0.46608368,0.15994017,0.056784667,0.21523198,0.47415555,0.20612872,0.12277833,0.16967279,0.91075099
,0.36427721,0.12948766,0.85990149,0.50423491,0.11996623,-0.186023,0.25463426,0.19102654,0.18308966,-0.11028667,0.48723972,0.51133019,0.18721567,0.20993733,0.509628,0.63430864,0.17278162,0.20133419,0.24171396,0.43776977,0.23599386,0.217813,0.22130832,0.82267547
,0.18596064,0.10166194,0.30321962,0.24764164,0.10136667,0.19433767,0.14558233,0.056418166,0.26343101,0.36654699,0.39036599,0.4224005,0.26116365,0.22892047,0.35343668,0.42138174,0.16134728,0.22874819,0.11741509,0.41945052,0.18635871,0.1818327,0.12103128,0.71235132
,0.19568126,0.11883543,0.82920855,0.37901995,0.124285,-0.171423,0.231297,0.093082808,0.301698,-0.16455276,0.3652949,0.049180601,0.17135094,0.20118864,0.41467524,0.55731231,0.033173572,0.098288335,0.16413128,0.45917195,0.252168,0.24709667,0.21508217,1.0090284
,0.21763079,0.039407525,0.61938882,0.33197111,0.024095202,-0.32023832,0.23330733,0.18327101,0.055947036,-0.30297667,0.27736971,0.42689499,0.12777033,0.091554999,0.41468501,0.54866815,0.018614419,0.0197908,0.053507783,0.38328886,0.073742643,0.15124607,0.12781332,0.58234519
,0.10788961,0.000269013,0.45093238,0.2017917,0.11413833,-0.31355113,0.099857196,0.083557747,0.17458445,-0.304483,0.18561131,0.44863132,0.011959724,-0.039682001,0.20220999,0.36386967,0.062880255,0.032414634,0.079150416,0.26621008,0.055823032,0.051819827,0.10407353,0.41036475
,0.44853806,0.094190866,0.76599479,0.42375877,0.26353571,-0.044990934,0.059416201,0.12636216,0.33654234,0.11337693,0.61654592,0.54114336,0.37064725,0.39878434,0.1234476,0.43947199,0.31447783,0.32004833,0.33945024,0.50923204,0.47571611,0.34817949,0.18575123,0.72400123
fly3,0.69080806,0.30259618,0.4378745,0.19089408,0.54924834,0.49490383,0.013500161,0.1718629,0.20778596,0.39382032,0.062582903,0.75474679,0.32034966,0.2826913,0.073934808,0.6619187,0.54684323,0.41688767,0.15912355,0.4262518,0.61213773,0.25522667,0.20503375,0.39627275
,0.98417157,0.38377145,0.46615681,0.22696154,0.36820021,0.56873322,0.017793162,0.12645064,0.233777,0.53976548,0.082896776,0.77715027,0.25548533,0.26847985,0.098341197,0.62571681,0.67257601,0.50961101,0.256993,0.4780176,0.68587643,0.233135,0.31975612,0.34440711
,0.46384388,0.16360249,0.23286054,0.090763994,0.31896633,0.41044807,0.008465448,0.10042594,0.275466,0.2362942,0.042175807,0.44907805,0.24168147,0.36324075,0.091724642,0.34155259,0.5155403,0.31402901,0.1061529,0.25607067,0.47341886,0.14497697,0.14749517,0.22852136
,0.5799337,0.19799612,0.47010541,0.14630646,0.44229233,0.58077192,0.000805871,0.16849284,0.347323,0.35042354,0.043661371,0.46002823,0.45277303,0.23666048,0.066040643,0.65315664,0.33982798,0.20783834,0.13793194,0.34085289,0.50022078,0.1151162,0.18884194,0.39284301
,0.72454828,0.25578418,0.29639867,0.15778662,0.23662466,0.39741161,0.021111451,0.19999322,0.10147294,0.2689358,0.031288095,0.51045805,0.22415373,0.27626097,0.080017067,0.49975288,0.45425162,0.40537801,0.083205454,0.32834244,0.54573923,0.39613,0.14449774,0.38715369
,0.39994636,0.21660145,0.23255216,0.15343934,0.16300367,0.33799711,-0.013874871,-0.004866581,0.21350966,0.27835128,0.029439935,0.5239166,0.13279299,0.15090516,0.051211067,0.18060693,0.37572548,0.24887,0.074887417,0.19799724,0.36533582,0.160754,0.1045012,0.1885744
,0.78508878,0.28946507,0.62731683,0.1847232,0.46537933,0.68073517,0.028205793,0.24749626,0.46098766,0.5110653,0.091412127,0.71060342,0.41096833,0.18395419,0.13528451,0.59318459,0.1432229,0.43260616,0.24273916,0.37339976,0.14407839,-0.0127948,0.17726323,0.31968242
fly4,0.45034108,0.58677417,0.72685051,0.38653812,0.6884324,0.69637841,0.258784,0.084865093,0.57019675,0.77146357,0.33937934,0.83770871,0.44210902,0.73350066,0.33676833,0.81555998,0.42059043,0.64724356,0.1672845,0.18369649,0.60228711,0.54006881,0.11008152,0.23881766
,0.57572621,0.72940594,0.91539901,0.4606441,0.88155228,0.88204354,0.42195067,0.083354093,0.79743648,0.90323526,0.40205312,0.88426226,0.51768082,0.96103311,0.38066727,1.0480419,0.56745452,0.78330034,0.183158,0.13104504,0.62002647,0.64776158,0.17821939,0.18186347
,0.29054192,0.37251776,0.46195677,0.21503413,0.42344758,0.30505592,0.21365233,0.069194905,0.48182553,0.55631518,0.23350833,0.71008003,0.27047679,0.62381709,0.32568198,0.8377887,0.31961897,0.4689858,0.076996639,0.06561628,0.31171161,0.42703223,0.074775785,0.096211441
,0.36479148,0.53166574,0.87684512,0.29137656,0.72843093,0.78551686,0.28262568,0.082189627,0.4978888,0.54307014,0.276728,0.80799866,0.42652839,0.62093985,0.29876232,1.0761483,0.3944242,0.34741071,0.13231447,0.17273758,0.45934096,0.4715592,0.21663943,0.28849468
,0.3796587,0.49991837,0.63719743,0.34244901,0.70524067,0.5956676,0.14725196,0.052029561,0.63507128,0.67793095,0.12030964,0.64077902,0.41087839,0.50644141,0.1042891,0.59296483,0.29438376,0.40956226,0.068198591,0.23227888,0.43084612,0.42513645,0.067075595,0.25905934
,0.31315058,0.30039001,0.51043999,0.20532535,0.45237291,0.28757355,0.039786868,0.046702903,0.50608808,0.54430902,0.15984833,0.52028054,0.20832194,0.47828904,0.12328,0.43489435,0.28487581,0.3503319,0.056412563,0.19715707,0.21354419,0.30558968,0.053943586,0.21366994
,0.67014366,0.70448446,1.0713366,0.33852631,0.8507961,0.85565454,0.29851627,0.058295064,0.98121029,1.0743101,0.44210166,0.9889912,0.4065516,0.93022966,0.35003966,0.99572331,0.50846744,0.75288552,0.017248333,0.33893099,0.44233322,0.57819295,0.012452322,0.29621863
fly5,0.5960409,0.34915179,0.46618581,0.56875157,0.47649032,0.41600287,0.55899817,0.00742722,0.41748899,0.4539789,0.38516277,0.047918033,0.59751534,0.24792333,0.41100484,0.090986371,0.34120613,0.40696466,0.17436832,0.57009101,0.26278612,0.33316001,0.28604549,0.85111099
,0.60933501,0.47667983,0.53303999,0.54094654,0.77512926,0.62085509,0.40552774,0.062368665,0.68643332,0.58302402,0.14600828,0.12955283,0.783463,0.42832568,0.37305391,0.32194361,0.29869869,0.66306829,0.19232067,0.38463417,0.26236838,0.48326954,0.38800463,0.73441744
,0.36799064,0.28276944,0.15931161,0.2196921,0.4143135,0.2423089,0.20674059,0.003724067,0.47787166,0.43301666,0.6102016,0.028736416,0.58213049,0.18834387,0.17954887,0.094024666,0.22132339,0.469731,0.097099677,0.2580494,0.20733407,0.26704663,0.2596764,0.37637323
,0.38235232,0.28164688,0.33269322,0.30925822,0.60933065,0.56319708,0.46477774,0.046723001,0.50207967,0.34516165,0.21232258,0.042774327,0.60557467,0.20992458,0.46181613,0.21892267,0.23175032,0.46870434,0.097579226,0.26554963,0.21885903,0.32673454,0.29783645,0.73307484
,0.4409481,0.34016097,0.26124346,0.36416095,0.51820034,0.46932188,0.20636936,0.041210666,0.41751432,0.38917866,0.24197842,0.042898465,0.57318699,0.29099485,0.31363744,0.24594967,0.22486307,0.33031666,0.12400487,0.29064742,0.14936149,0.36721432,0.23711926,0.70377886
,0.27163291,0.20123751,0.19636954,0.27045098,0.33200908,0.24020767,0.27441064,-0.005111166,0.39827278,0.2621693,0.30225775,0.028905887,0.41489899,0.084870391,0.31764936,0.021375634,0.16301961,0.35130033,0.037114196,0.23953775,0.10493322,0.21690166,0.14860064,0.40309379
,0.6153329,0.43156388,0.67954063,0.66209769,0.68056047,0.63178712,0.5251106,0.029852433,0.79478532,0.42423716,0.77498901,0.0701975,0.76668966,0.27819234,0.58974546,0.19963633,0.48062435,0.78125644,0.35076243,0.43354452,0.53073287,0.41996932,0.43719321,0.6968084
fly6,0.44026926,0.1829599,0.34078306,0.53894269,0.48582935,0.11982703,0.85090262,0.0032073,0.34737223,0.092455707,0.56811154,0.29525527,0.16875967,0.236238,0.46809614,0.47227114,,0.26611108,0.25227532,0.27071548,,0.32323194,0.37922901,0.65718096
,0.43850154,0.39154074,0.51468182,0.55233562,0.50326973,0.14727999,0.91013902,0.00833129,0.3942593,0.12624103,0.72451067,0.30993199,0.22891071,0.37795165,0.41527277,0.430186,,0.3208729,0.27628466,0.23083194,,0.3905153,0.51612633,0.55637074
,0.25584355,0.17820854,0.22413918,0.46260899,0.27532902,0.10789433,0.45030323,0.006444,0.35676152,0.15937078,0.43017146,0.20565976,0.19389345,0.20735866,0.24451971,0.34706372,,0.37819064,0.14994624,0.31282485,,0.28159225,0.40958399,0.4679229
,0.31585276,0.2333208,0.31975797,0.43571934,0.44313759,0.13188733,1.0274552,0.014056822,0.26105323,0.053126711,0.44905224,0.24166933,0.16783355,0.22353296,0.33499515,0.46626806,,0.14774774,0.18941006,0.34077746,,0.11606322,0.44204867,0.55367416
,0.43074998,0.21823727,0.2944102,0.49466017,0.38700065,0.11037666,0.61094809,-0.003883758,0.29257709,0.11685645,0.4842371,0.29640979,0.18440871,0.202535,0.23671193,0.48555908,,0.21555568,0.136893,0.13663161,,0.29684904,0.26972854,0.5986532
,0.30329531,0.14557706,0.18019041,0.509332,0.20550677,0.11979733,0.39521226,-0.003114071,0.24295168,0.051585753,0.32306129,0.18057461,0.10453013,0.212786,0.12432922,0.20794274,,0.20038094,0.038376,0.34128648,,0.18692668,0.20360966,0.50766873
,0.43689522,0.42658341,0.51869828,0.93506002,0.63733613,0.097004399,0.78470516,0.003408984,0.54834223,0.17993803,0.63852739,0.32933131,0.37549806,0.30917433,0.3256945,0.47565517,,0.52603418,0.23498243,0.43722904,,0.43088529,0.70641732,0.52787578
fly7,,0.24171381,0.75297427,0.39380234,0.3056891,0.090220071,0.39319873,0.04610322,0.20111871,0.3023186,0.79622501,0.27426508,0.37384656,0.07244388,0.58815998,0.041023474,,-0.027950646,0.13572849,0.55647838,,0.087457195,0.21550775,0.48363033
,,0.31154913,0.787696,0.55453491,0.22101033,0.11337981,0.50394928,0.055041134,0.29882097,0.5393129,1.011289,0.30334571,0.24607152,0.093365997,0.67753321,0.059787389,,-0.021666581,0.16062561,0.3567616,,0.049005162,0.22767396,0.3637971
,,0.17302804,0.286531,0.27441999,0.18987913,0.038415544,0.21660693,0.042153101,0.10098516,0.41330224,0.54461968,0.20810419,0.22534999,0.096033551,0.3494688,0.031086406,,0.097560711,0.13441081,0.20648988,,0.083063483,0.17523871,0.23402135
,,0.30817387,0.48813766,0.32225505,0.34757018,0.096074,0.43950728,0.031581953,0.28620735,0.30390936,0.59183568,0.24491465,0.36602041,0.073038094,0.481446,0.059948418,,0.004449484,0.14637935,0.21635774,,0.07917355,0.20606571,0.24595097
,,0.16597889,0.48039979,0.26118571,0.21358323,0.066779517,0.34211665,0.040266801,0.19240329,0.37433064,0.537283,0.25827256,0.20982355,0.063954145,0.38339368,0.085120291,,-0.049238451,0.042710967,0.22876975,,0.082067423,0.077946261,0.2366877
,,0.10047345,0.27435234,0.21843711,0.14752968,0.036183838,0.16188633,0.011664623,0.20622064,0.22921009,0.428029,0.16006403,0.14476646,0.046000857,0.23628266,0.016473845,,0.008595807,0.029894516,0.14320719,,0.016234403,0.086587645,0.16690101
,,0.28274912,0.72041303,0.53031081,0.27800515,0.1710148,0.350903,0.015514577,0.32575259,0.62029451,0.130546,0.31642592,0.39684644,0.25942418,0.34416333,0.066741727,,0.1949044,0.25290149,0.23553129,,0.24143742,0.28048354,0.2567687
fly8,,0.25253096,0.41999459,0.37728831,,0.16727,0.33223867,0.15041107,,0.057806399,0.54943937,0.4038083,,0.12959,0.701132,0.26011759,,0.19247366,0.28925267,0.37147549,,0.22679567,0.43943134,0.3329258
,,0.33685115,0.47109556,0.51723367,,0.20520419,0.33106267,0.19926193,,0.095238701,0.6057573,0.53632647,,0.18209232,0.98207271,0.35946959,,0.18792801,0.17516729,0.31770128,,0.23052333,0.32640013,0.34819105
,,0.18256968,0.21587904,0.22646934,,0.10916355,0.1255825,0.10395,,0.048453934,0.45675549,0.297575,,0.09374968,0.37699768,0.2760295,,0.15488701,0.096679568,0.24510968,,0.11713754,0.18775433,0.19435626
,,0.25325969,0.4680658,0.3330057,,0.20928033,0.37743688,0.17222066,,0.11971033,0.59406215,0.41254967,,0.10234387,0.82907182,0.34701735,,0.15892333,0.13443793,0.22868387,,0.22395833,0.27335668,0.25334257
,,0.16052414,0.29965931,0.33632541,,0.12877807,0.14205326,0.130932,,0.007556601,0.48403031,0.48364165,,0.10199806,0.77466965,0.37178841,,0.0195703,0.12152897,0.16201597,,0.089450464,0.245676,0.21697614
,,0.098954357,0.21437129,0.21568595,,0.028781531,-0.065909199,0.1051299,,0.009833833,0.39159095,0.35516101,,0.016145414,0.24348919,0.21404116,,0.039207872,0.09492103,0.17033479,,0.021301867,0.20168766,0.19380192
,,0.2812942,0.6417616,0.376194,,0.14316581,0.10360763,0.16134107,,0.21057001,0.39310902,0.5873183,,0.10570184,0.55045664,0.41909111,,0.41503006,0.16533586,0.27298585,,0.22552633,0.31164828,0.22629936
fly9,,0.22249697,0.59238076,0.57102305,,0.15904701,0.0791829,0.085790291,,0.26193938,0.20110276,0.44503677,,0.099119671,0.4058173,0.76066434,,0.062221967,0.23963407,0.26254377,,0.073184647,0.55206257,0.66219902
,,0.20858765,0.67383212,0.61381561,,0.095549598,0.081496261,0.14044839,,0.37042472,0.32073548,0.50896263,,0.12578747,0.44971678,0.82435191,,0.16281825,0.25128871,0.35105193,,0.22293806,0.56021547,0.71364838
,,0.13931291,0.21990177,0.33175585,,0.15998867,0.033576131,0.11135613,,0.26500252,0.10402697,0.37570575,,0.09701933,0.27338716,0.48127711,,0.099025711,0.15281147,0.2930173,,0.070519261,0.41204312,0.41293192
,,0.20566981,0.54683065,0.42129153,,0.20187166,0.083133191,0.132342,,0.21341248,0.1233131,0.39361033,,0.16485326,0.32319242,0.65116966,,0.085514225,0.19375429,0.23457116,,0.074533351,0.49975386,0.43870032
,,0.13524397,0.44781068,0.42515129,,0.039652701,0.05146547,0.13291097,,0.31811786,0.16392645,0.43557128,,0.042822797,0.29552951,0.68457222,,-0.05008471,0.23130028,0.18608733,,0.030086873,0.44175646,0.39040089
,,0.097751133,0.36341232,0.29350856,,0.0273569,0.028519813,0.072847098,,0.14350881,0.081940472,0.36035702,,0.037146762,0.098307036,0.35090899,,0.022310665,0.1078129,0.18536332,,0.028979903,0.28915,0.26564065
,,0.18746001,0.70673788,0.66975796,,0.22995156,0.01477151,0.12480645,,0.16061819,0.20025875,0.55379206,,0.25485501,0.24759513,0.77882767,,0.20060122,0.43265259,0.26811063,,0.1725371,0.63510805,0.4491255
fly10,,,0.76938933,0.44408453,,0.091348037,0.092198066,-0.049006417,,0.032423127,0.26714516,0.39670581,,0.073977739,0.16007461,0.55423677,,-0.0202921,,,,0.059012633,,
,,,0.88412291,0.49434128,,0.11205965,0.2059779,-0.010053935,,0.064456291,0.35059613,0.38775289,,0.12074707,0.22952387,0.69255197,,0.065397263,,,,0.14017083,,
,,,0.36533171,0.25212917,,0.056051791,0.17315029,0.029204838,,0.09239842,0.23317581,0.44487128,,0.054393873,0.22062168,0.47882485,,0.042358499,,,,0.080069266,,
,,,0.69105566,0.4917461,,0.075406194,0.18043484,0.007820355,,0.077620938,0.087096803,0.33793041,,0.086986125,0.16046323,0.60522997,,-0.060616333,,,,0.043804634,,
,,,0.59417969,0.4012832,,0.02709402,0.13085116,-0.006557032,,0.00899271,0.12959039,0.41824999,,0.071747422,0.14010403,0.49342465,,-0.052969668,,,,0.063988902,,
,,,0.49292767,0.30092755,,0.009448052,0.044495773,0.051861886,,0.13864225,0.083454482,0.27310535,,0.034462065,0.018850386,0.39482194,,-0.047763966,,,,-0.007694574,,
,,,0.75981867,0.60585397,,0.13695765,0.24606581,0.011672742,,0.20772226,0.4668676,0.47298741,,0.18394849,0.38501668,0.68303192,,0.017295633,,,,0.11440923,,
fly11,,,,0.37939936,,0.10890514,0.30382904,,,0.034228668,0.57321352,,,0.107448,0.1022199,0.3891269,,,,,,,,
,,,,0.47069615,,0.11999633,0.32507387,,,0.070539102,0.57302773,,,0.16355807,0.049482644,0.47661597,,,,,,,,
,,,,0.23075162,,0.1175395,0.19299001,,,0.14799434,0.42434976,,,0.13696533,0.011348903,0.38627452,,,,,,,,
,,,,0.43224758,,0.17984617,0.31097418,,,0.049821202,0.33516467,,,0.10095736,0.074000031,0.34677789,,,,,,,,
,,,,0.36452743,,0.059340797,0.24825813,,,-0.012579233,0.52428484,,,0.075201564,0.10014487,0.44274154,,,,,,,,
,,,,0.32047585,,0.045976933,0.18156855,,,0.12526301,0.32870311,,,0.074921131,0.051600128,0.29132065,,,,,,,,
,,,,0.46255365,,0.15878204,0.25149781,,,0.27681834,0.65271127,,,0.1680572,0.24821113,0.45887724,,,,,,,,
fly12,,,,,,,,,,,,,,,,,,,,,,,,